File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF726ZSH	bigBed broadPeak	hotspots	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF031YLN, ENCFF967OQF	2235992	ENCODE Processing Pipeline	f41f58034cbf5318573b2b9837370d49		https://www.encodeproject.org/files/ENCFF726ZSH/@@download/ENCFF726ZSH.bigBed	GRCh38			released		low read depth			
ENCFF249FQM	bed bed3+	enrichment	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF775QZL	103904367	ENCODE Processing Pipeline	345a02d9dc2139cacb0d67b293deac74		https://www.encodeproject.org/files/ENCFF249FQM/@@download/ENCFF249FQM.bed.gz	hg19			released		low read depth			
ENCFF791MOM	bed broadPeak	hotspots	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF775QZL	1615096	ENCODE Processing Pipeline	5bdeccd9d814d3d0776adc672066f309		https://www.encodeproject.org/files/ENCFF791MOM/@@download/ENCFF791MOM.bed.gz	hg19			released		low read depth			
ENCFF797QID	bed narrowPeak	peaks	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF775QZL	1059531	ENCODE Processing Pipeline	315608518c994467103ffa8d3e4b59dc		https://www.encodeproject.org/files/ENCFF797QID/@@download/ENCFF797QID.bed.gz	hg19			released		low read depth			
ENCFF487ECX	bigBed narrowPeak	peaks	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF775QZL	1301333	ENCODE Processing Pipeline	c1a6705442fcef44777f9311da7699d5		https://www.encodeproject.org/files/ENCFF487ECX/@@download/ENCFF487ECX.bigBed	hg19			released		low read depth			
ENCFF034KGQ	bigBed broadPeak	hotspots	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF775QZL	2234017	ENCODE Processing Pipeline	20589d24227bc06e6d1611e16a09c757		https://www.encodeproject.org/files/ENCFF034KGQ/@@download/ENCFF034KGQ.bigBed	hg19			released		low read depth			
ENCFF216MSZ	fastq	reads	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1	1	36		single-ended				1410981577	Zhiping Weng, UMass	7b9825324b7f2aaaa75194ff7e1da9ad	SRA:SRR171571	https://www.encodeproject.org/files/ENCFF216MSZ/@@download/ENCFF216MSZ.fastq.gz		Illumina Genome Analyzer IIx		released		low read depth			
ENCFF132YHY	bam	unfiltered alignments	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF216MSZ, ENCFF549HLL	1611686781	ENCODE Processing Pipeline	2a7ad7c0c9c458dc9c4f45cbd4deee0c		https://www.encodeproject.org/files/ENCFF132YHY/@@download/ENCFF132YHY.bam	hg19			archived		low read depth			
ENCFF932AKO	bam	unfiltered alignments	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF216MSZ, ENCFF496RSW	1619071754	ENCODE Processing Pipeline	5774a1f5d5b02a26f411e93944d30674		https://www.encodeproject.org/files/ENCFF932AKO/@@download/ENCFF932AKO.bam	GRCh38			released		low read depth			
ENCFF423TJY	bam	alignments	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF132YHY	1339274935	ENCODE Processing Pipeline	791f6e36d300311f9d35c17f4b2d1f4c		https://www.encodeproject.org/files/ENCFF423TJY/@@download/ENCFF423TJY.bam	hg19			archived		low read depth			
ENCFF414BBV	bam	alignments	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF932AKO	1333671949	ENCODE Processing Pipeline	91c76d753f0e8fa8bfcadec1eb305902		https://www.encodeproject.org/files/ENCFF414BBV/@@download/ENCFF414BBV.bam	GRCh38			archived		low read depth			
ENCFF521ZFM	bed broadPeak	hotspots	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF423TJY	1408863	ENCODE Processing Pipeline	1fadaec90ded7cd6cc5efe1f0f818fb8		https://www.encodeproject.org/files/ENCFF521ZFM/@@download/ENCFF521ZFM.bed.gz	hg19			archived		low read depth			
ENCFF753IAY	bed narrowPeak	peaks	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF423TJY	997099	ENCODE Processing Pipeline	3bee1150e84a33bf017e7cb404181409		https://www.encodeproject.org/files/ENCFF753IAY/@@download/ENCFF753IAY.bed.gz	hg19			archived		low read depth			
ENCFF020CZZ	bed broadPeak	hotspots	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF414BBV, ENCFF992CZQ	1415438	ENCODE Processing Pipeline	d2a3d7b27a4b5bb998be9193add05eea		https://www.encodeproject.org/files/ENCFF020CZZ/@@download/ENCFF020CZZ.bed.gz	GRCh38			archived		low read depth			
ENCFF516TPQ	bed narrowPeak	peaks	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF414BBV, ENCFF992CZQ	1001362	ENCODE Processing Pipeline	d2f8210840d1bc3c87f90d15ae689bc9		https://www.encodeproject.org/files/ENCFF516TPQ/@@download/ENCFF516TPQ.bed.gz	GRCh38			archived		low read depth			
ENCFF348CJD	bigBed broadPeak	hotspots	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF423TJY	1936075	ENCODE Processing Pipeline	80ccdccd31ccbc9197522e828b74efad		https://www.encodeproject.org/files/ENCFF348CJD/@@download/ENCFF348CJD.bigBed	hg19			archived		low read depth			
ENCFF767QCW	bigBed narrowPeak	peaks	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF423TJY	1295858	ENCODE Processing Pipeline	a66b4980813c4bb04dfcf4a0409ad96c		https://www.encodeproject.org/files/ENCFF767QCW/@@download/ENCFF767QCW.bigBed	hg19			archived		low read depth			
ENCFF982DBG	bigBed narrowPeak	peaks	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF414BBV, ENCFF992CZQ	1305996	ENCODE Processing Pipeline	2f4fd809cddc413b260e010e13f8af1e		https://www.encodeproject.org/files/ENCFF982DBG/@@download/ENCFF982DBG.bigBed	GRCh38			archived		low read depth			
ENCFF282DLI	bigBed broadPeak	hotspots	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF414BBV, ENCFF992CZQ	1950757	ENCODE Processing Pipeline	b57131594f80788068ecea35b9896566		https://www.encodeproject.org/files/ENCFF282DLI/@@download/ENCFF282DLI.bigBed	GRCh38			archived		low read depth			
ENCFF031YLN	bam	alignments	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF932AKO	1324510676	ENCODE Processing Pipeline	4ffce0a6d84c2ced015cffa53460d432		https://www.encodeproject.org/files/ENCFF031YLN/@@download/ENCFF031YLN.bam	GRCh38			released		low read depth			
ENCFF581JDF	bigWig	read-depth normalized signal	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF031YLN	562282639	ENCODE Processing Pipeline	01ba67532a7d0a88807d563a9af03b22		https://www.encodeproject.org/files/ENCFF581JDF/@@download/ENCFF581JDF.bigWig	GRCh38			released		low read depth			
ENCFF850YKK	bed broadPeak	hotspots	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF031YLN, ENCFF967OQF	1602452	ENCODE Processing Pipeline	aab271aec51fb372898fb352eb18eb9c		https://www.encodeproject.org/files/ENCFF850YKK/@@download/ENCFF850YKK.bed.gz	GRCh38			archived		low read depth			
ENCFF561QZT	bed narrowPeak	peaks	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF031YLN, ENCFF967OQF	1060213	ENCODE Processing Pipeline	3ff9bf76867b6456e33cd79b247005f4		https://www.encodeproject.org/files/ENCFF561QZT/@@download/ENCFF561QZT.bed.gz	GRCh38			archived		low read depth			
ENCFF793UWA	bigBed narrowPeak	peaks	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF031YLN, ENCFF967OQF	1305840	ENCODE Processing Pipeline	357c17ba34edb9d20ed058947db8bc23		https://www.encodeproject.org/files/ENCFF793UWA/@@download/ENCFF793UWA.bigBed	GRCh38			archived		low read depth			
ENCFF551HCJ	bigBed broadPeak	hotspots	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF031YLN, ENCFF967OQF	2223905	ENCODE Processing Pipeline	25a3f2a33904128e3ffc6a7e6eea40d6		https://www.encodeproject.org/files/ENCFF551HCJ/@@download/ENCFF551HCJ.bigBed	GRCh38			archived		low read depth			
ENCFF276VRH	bam	unfiltered alignments	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF216MSZ, ENCFF549HLL	1611690618	ENCODE Processing Pipeline	03416fd94295c1f69d18b2fef9784d4d		https://www.encodeproject.org/files/ENCFF276VRH/@@download/ENCFF276VRH.bam	hg19			released		low read depth			
ENCFF775QZL	bam	alignments	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF276VRH	1329883301	ENCODE Processing Pipeline	2ff9260ed2ae7b08d46d753f5f6681aa		https://www.encodeproject.org/files/ENCFF775QZL/@@download/ENCFF775QZL.bam	hg19			released		low read depth			
ENCFF789ISN	bigWig	read-depth normalized signal	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF775QZL	569911364	ENCODE Processing Pipeline	5ca0e68781f1329cd7012eff2befbaef		https://www.encodeproject.org/files/ENCFF789ISN/@@download/ENCFF789ISN.bigWig	hg19			released		low read depth			
ENCFF729YRW	bed broadPeak	hotspots	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF775QZL	1602117	ENCODE Processing Pipeline	e8888922de1e1a25850786b6ca906d91		https://www.encodeproject.org/files/ENCFF729YRW/@@download/ENCFF729YRW.bed.gz	hg19			archived		low read depth			
ENCFF699QSY	bed narrowPeak	peaks	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF775QZL	1059470	ENCODE Processing Pipeline	0683ed64a2ce123e247a5404492bf0c8		https://www.encodeproject.org/files/ENCFF699QSY/@@download/ENCFF699QSY.bed.gz	hg19			archived		low read depth			
ENCFF403GSV	bigBed narrowPeak	peaks	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF775QZL	1301181	ENCODE Processing Pipeline	4cd054057663b12894cd3822ffb155f1		https://www.encodeproject.org/files/ENCFF403GSV/@@download/ENCFF403GSV.bigBed	hg19			archived		low read depth			
ENCFF804PIZ	bigBed broadPeak	hotspots	ENCSR072NBR	DNase-seq	UBERON:0002324	Muscle_Skeletal	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF775QZL	2218500	ENCODE Processing Pipeline	373a0737e2a1affa443c04afde4a0bbb		https://www.encodeproject.org/files/ENCFF804PIZ/@@download/ENCFF804PIZ.bigBed	hg19			archived		low read depth			
ENCFF047LHM	bed bed3+	enrichment	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF166WYW, ENCFF967OQF	133458612	ENCODE Processing Pipeline	6942ba106aa63da100cb8106dba6f7e2		https://www.encodeproject.org/files/ENCFF047LHM/@@download/ENCFF047LHM.bed.gz	GRCh38			released		low read depth			
ENCFF785ORC	bed broadPeak	hotspots	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF166WYW, ENCFF967OQF	1561505	ENCODE Processing Pipeline	8654e2129b08d45096bfd6484515604b		https://www.encodeproject.org/files/ENCFF785ORC/@@download/ENCFF785ORC.bed.gz	GRCh38			released		low read depth			
ENCFF944FSO	bed narrowPeak	peaks	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF166WYW, ENCFF967OQF	1062997	ENCODE Processing Pipeline	6efc534174f60733629a6e6fe1b7884d		https://www.encodeproject.org/files/ENCFF944FSO/@@download/ENCFF944FSO.bed.gz	GRCh38			released		low read depth			
ENCFF955NKE	bigBed narrowPeak	peaks	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF166WYW, ENCFF967OQF	1308997	ENCODE Processing Pipeline	b5f5c200ec3246db5c8ca596c421ac3b		https://www.encodeproject.org/files/ENCFF955NKE/@@download/ENCFF955NKE.bigBed	GRCh38			released		low read depth			
ENCFF928LWX	bigBed broadPeak	hotspots	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF166WYW, ENCFF967OQF	2074624	ENCODE Processing Pipeline	9ae7252b5cd40d43483ed20cbf1f1da2		https://www.encodeproject.org/files/ENCFF928LWX/@@download/ENCFF928LWX.bigBed	GRCh38			released		low read depth			
ENCFF154VRD	bed bed3+	enrichment	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF565CIZ	133443585	ENCODE Processing Pipeline	db797f1be58991727e8abef34abfcb66		https://www.encodeproject.org/files/ENCFF154VRD/@@download/ENCFF154VRD.bed.gz	hg19			released		low read depth			
ENCFF701QPI	bed broadPeak	hotspots	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF565CIZ	1560631	ENCODE Processing Pipeline	9816f61eba89662131b2fdced6e90470		https://www.encodeproject.org/files/ENCFF701QPI/@@download/ENCFF701QPI.bed.gz	hg19			released		low read depth			
ENCFF794AMB	bed narrowPeak	peaks	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF565CIZ	1061169	ENCODE Processing Pipeline	2ed89dafd93557b82690cd38f25726d4		https://www.encodeproject.org/files/ENCFF794AMB/@@download/ENCFF794AMB.bed.gz	hg19			released		low read depth			
ENCFF215NBR	bigBed narrowPeak	peaks	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF565CIZ	1307165	ENCODE Processing Pipeline	f204544b594df67250920628b7132694		https://www.encodeproject.org/files/ENCFF215NBR/@@download/ENCFF215NBR.bigBed	hg19			released		low read depth			
ENCFF286RKN	bigBed broadPeak	hotspots	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF565CIZ	2071233	ENCODE Processing Pipeline	5ae8fcac089b851e27697ac0fa614ce4		https://www.encodeproject.org/files/ENCFF286RKN/@@download/ENCFF286RKN.bigBed	hg19			released		low read depth			
ENCFF223ROV	fastq	reads	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1	2	36		single-ended				316204313	Zhiping Weng, UMass	e89f8b21e21f869f50db2098605ae309	SRA:SRR097599	https://www.encodeproject.org/files/ENCFF223ROV/@@download/ENCFF223ROV.fastq.gz		Illumina Genome Analyzer IIx		released		low read depth			
ENCFF158BYO	fastq	reads	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1	2	36		single-ended				1369583224	Zhiping Weng, UMass	9e42c5fb1c96bf5095569c4ab323a509	SRA:SRR097600	https://www.encodeproject.org/files/ENCFF158BYO/@@download/ENCFF158BYO.fastq.gz		Illumina Genome Analyzer IIx		released		low read depth			
ENCFF422BLI	bam	unfiltered alignments	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF158BYO, ENCFF223ROV, ENCFF549HLL	1960762925	ENCODE Processing Pipeline	8ee32603d15db76d43b7c2436d49f6a3		https://www.encodeproject.org/files/ENCFF422BLI/@@download/ENCFF422BLI.bam	hg19			archived		low read depth			
ENCFF253IKB	bam	alignments	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF422BLI	1693800339	ENCODE Processing Pipeline	7277e93aba6f9d59351dcf6fd7da8f2b		https://www.encodeproject.org/files/ENCFF253IKB/@@download/ENCFF253IKB.bam	hg19			archived		low read depth			
ENCFF786QSZ	bed broadPeak	hotspots	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF253IKB	1364403	ENCODE Processing Pipeline	9f8c1b9521c216bb606097ba2e69ccbb		https://www.encodeproject.org/files/ENCFF786QSZ/@@download/ENCFF786QSZ.bed.gz	hg19			archived		low read depth			
ENCFF692KXZ	bam	unfiltered alignments	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF158BYO, ENCFF223ROV, ENCFF496RSW	1973572636	ENCODE Processing Pipeline	36797a133ccdf16f44dfba1115408bba		https://www.encodeproject.org/files/ENCFF692KXZ/@@download/ENCFF692KXZ.bam	GRCh38			released		low read depth			
ENCFF213RJV	bed narrowPeak	peaks	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF253IKB	1009272	ENCODE Processing Pipeline	e6ff82387aec8c387bc4d154121b1905		https://www.encodeproject.org/files/ENCFF213RJV/@@download/ENCFF213RJV.bed.gz	hg19			archived		low read depth			
ENCFF951RAO	bam	alignments	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF692KXZ	1682806986	ENCODE Processing Pipeline	4452828b4886ed82a677667693f5af40		https://www.encodeproject.org/files/ENCFF951RAO/@@download/ENCFF951RAO.bam	GRCh38			archived		low read depth			
ENCFF664HNN	bigBed narrowPeak	peaks	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF253IKB	1318520	ENCODE Processing Pipeline	321d8e17e645c68009ff362768d8e049		https://www.encodeproject.org/files/ENCFF664HNN/@@download/ENCFF664HNN.bigBed	hg19			archived		low read depth			
ENCFF776GPP	bigBed broadPeak	hotspots	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF253IKB	1792386	ENCODE Processing Pipeline	c24a4cccfc36ec33c728888633f4b237		https://www.encodeproject.org/files/ENCFF776GPP/@@download/ENCFF776GPP.bigBed	hg19			archived		low read depth			
ENCFF037FNG	bed broadPeak	hotspots	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF951RAO, ENCFF992CZQ	1368024	ENCODE Processing Pipeline	c3bfd35a79fb1fd67b5c01c92dafe029		https://www.encodeproject.org/files/ENCFF037FNG/@@download/ENCFF037FNG.bed.gz	GRCh38			archived		low read depth			
ENCFF681WSK	bed narrowPeak	peaks	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF951RAO, ENCFF992CZQ	1012574	ENCODE Processing Pipeline	d349440c8323be8030a5c3d5e27b83f8		https://www.encodeproject.org/files/ENCFF681WSK/@@download/ENCFF681WSK.bed.gz	GRCh38			archived		low read depth			
ENCFF615AEK	bigBed broadPeak	hotspots	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF951RAO, ENCFF992CZQ	1803370	ENCODE Processing Pipeline	ceb533bd4f0b70e1b8c7dccd2c8299d9		https://www.encodeproject.org/files/ENCFF615AEK/@@download/ENCFF615AEK.bigBed	GRCh38			archived		low read depth			
ENCFF784LUH	bigBed narrowPeak	peaks	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF951RAO, ENCFF992CZQ	1328906	ENCODE Processing Pipeline	5b51b638fe268db6c0f3f05eafb0a5f3		https://www.encodeproject.org/files/ENCFF784LUH/@@download/ENCFF784LUH.bigBed	GRCh38			archived		low read depth			
ENCFF166WYW	bam	alignments	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF692KXZ	1671366506	ENCODE Processing Pipeline	8fdbac681eb6a915ae700a4252b09112		https://www.encodeproject.org/files/ENCFF166WYW/@@download/ENCFF166WYW.bam	GRCh38			released		low read depth			
ENCFF609SYX	bigWig	read-depth normalized signal	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF166WYW	594025404	ENCODE Processing Pipeline	63f1ef6930e91ec2f0704dad5d88e4db		https://www.encodeproject.org/files/ENCFF609SYX/@@download/ENCFF609SYX.bigWig	GRCh38			released		low read depth			
ENCFF515RPG	bed broadPeak	hotspots	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF166WYW, ENCFF967OQF	1551958	ENCODE Processing Pipeline	c55ea09a2a22f4611b56df604a432fa0		https://www.encodeproject.org/files/ENCFF515RPG/@@download/ENCFF515RPG.bed.gz	GRCh38			archived		low read depth			
ENCFF371HNS	bed narrowPeak	peaks	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF166WYW, ENCFF967OQF	1064625	ENCODE Processing Pipeline	eb44718570d5798df21de4e9dc1174e5		https://www.encodeproject.org/files/ENCFF371HNS/@@download/ENCFF371HNS.bed.gz	GRCh38			archived		low read depth			
ENCFF725JSJ	bigBed narrowPeak	peaks	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF166WYW, ENCFF967OQF	1314872	ENCODE Processing Pipeline	7e1e178250473042b2a6f93f1b70cf76		https://www.encodeproject.org/files/ENCFF725JSJ/@@download/ENCFF725JSJ.bigBed	GRCh38			archived		low read depth			
ENCFF803UNZ	bigBed broadPeak	hotspots	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF166WYW, ENCFF967OQF	2067603	ENCODE Processing Pipeline	1f3a2c546f74bb0b922f6deb110483c5		https://www.encodeproject.org/files/ENCFF803UNZ/@@download/ENCFF803UNZ.bigBed	GRCh38			archived		low read depth			
ENCFF732FSJ	bam	unfiltered alignments	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF158BYO, ENCFF223ROV, ENCFF549HLL	1960754617	ENCODE Processing Pipeline	4ec1cbb8e451d27702d866371949d461		https://www.encodeproject.org/files/ENCFF732FSJ/@@download/ENCFF732FSJ.bam	hg19			released		low read depth			
ENCFF565CIZ	bam	alignments	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF732FSJ	1681660508	ENCODE Processing Pipeline	f02741aecca7639b68ca883c6664b7d5		https://www.encodeproject.org/files/ENCFF565CIZ/@@download/ENCFF565CIZ.bam	hg19			released		low read depth			
ENCFF264ZHD	bigWig	read-depth normalized signal	ENCSR960EJV	DNase-seq	UBERON:0002168	Lung	tissue	Homo sapiens					DNA		see document			False	2013-07-31	Roadmap				1							ENCFF565CIZ	597491451	ENCODE Processing Pipeline	40a3384e80173527b70d0924c096a197		https://www.encodeproject.org/files/ENCFF264ZHD/@@download/ENCFF264ZHD.bigWig	hg19			released		low read depth			
